"index","product_name","avg_discount","total_profit","profit_status"
"2642","Brother Wireless Fax, Color","0.0936666667","-585.3235","Loss"
"2643","Nokia Signal Booster, Cordless","0.0935","1629.737","Profit"
"2644","Ibico Binding Machine, Economy","0.0934285714","668.5766","Profit"
"2645","Eldon Trays, Blue","0.0933333333","538.747","Profit"
"2646","Hamilton Beach Microwave, White","0.0933333333","-580.262","Loss"
"2647","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","0.0933333333","536.2212","Profit"
"2648","Ames Peel and Seal, Recycled","0.0932352941","239.2838","Profit"
"2649","SanDisk Computer Printout Paper, 8.5 x 11","0.0930434783","-64.356","Loss"
"2650","Wilson Jones Binder Covers, Recycled","0.0929787234","303.2095","Profit"
"2651","Hewlett Fax and Copier, High-Speed","0.0928235294","2104.49384","Profit"
"2652","GlobeWeis Manila Envelope, with clear poly window","0.0927777778","201.0167","Profit"
"2653","Wilson Jones 3-Hole Punch, Clear","0.0927272727","422.123","Profit"
"2654","Rogers Shelving, Industrial","0.0925714286","787.6225","Profit"
"2655","BIC Highlighters, Water Color","0.0923809524","16.0366","Profit"
"2656","Staples","0.0923766816","2511.764","Profit"
"2657","Smead Box, Wire Frame","0.0923076923","58.77","Profit"
"2658","Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock","0.0923076923","436.4379","Profit"
"2659","Stiletto Scissors, Serrated","0.0923076923","146.71","Profit"
"2660","KitchenAid Refrigerator, Silver","0.0923076923","4858.014","Profit"
"2661","Dixon Ticonderoga Core-Lock Colored Pencils","0.0923076923","180.7404","Profit"
"2662","Cuisinart Coffee Grinder, Red","0.0923076923","291.591","Profit"
"2663","Advantus Rubber Bands, Bulk Pack","0.0923076923","183.996","Profit"
"2664","Sharp Fax and Copier, Color","0.0922727273","2548.77792","Profit"
"2665","StarTech Inkjet, Wireless","0.092173913","-66.3765","Loss"
"2666","Stanley Markers, Fluorescent","0.0919298246","840.6838","Profit"
"2667","BIC Markers, Water Color","0.0918918919","805.291","Profit"
"2668","Belkin Router, USB","0.0916666667","9384.7566","Profit"
"2669","Breville Coffee Grinder, Black","0.0916666667","606.456","Profit"
"2670","Eldon File Cart, Single Width","0.0914563107","5571.2619","Profit"
"2671","Cisco Speaker Phone, Cordless","0.091","1244.2056","Profit"
"2672","Bush Classic Bookcase, Traditional","0.0909090909","2821.614","Profit"
"2673","Advantus Photo Frame, Erganomic","0.0909090909","1007.04","Profit"
"2674","Acco Perma 4000 Stacking Storage Drawers","0.0909090909","30.044","Profit"
"2675","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","0.0909090909","524.5054","Profit"
"2676","Xerox 1893","0.0909090909","619.3589","Profit"
"2677","Ames Clasp Envelope, Recycled","0.0909090909","5.26","Profit"
"2678","Avery Legal Exhibit Labels, Adjustable","0.0909090909","7.838","Profit"
"2679","Fiskars Letter Opener, Easy Grip","0.0907692308","841.9889","Profit"
"2680","Sharp Personal Copier, Digital","0.0907619048","2293.1032","Profit"
"2681","Sanford Markers, Water Color","0.0907142857","402.2114","Profit"
"2682","Xerox Message Books, Premium","0.0907142857","242.8152","Profit"
"2683","Canon Fax and Copier, Color","0.0906666667","1235.68256","Profit"
"2684","Jiffy Interoffice Envelope, Recycled","0.0905882353","887.084","Profit"
"2685","Eldon Lockers, Single Width","0.0904761905","496.916","Profit"
"2686","Boston Pens, Water Color","0.0903846154","91.28","Profit"
"2687","Novimex Removable Labels, Adjustable","0.0902272727","162.5074","Profit"
"2688","Epson Card Printer, Red","0.09","1202.298","Profit"
"2689","Nokia Lumia 1020","0.09","180.1213","Profit"
"2690","Novimex Bag Chairs, Red","0.09","-9.2196","Loss"
"2691","Acme Trimmer, High Speed","0.09","614.24","Profit"
"2692","GlobeWeis Peel and Seal, Security-Tint","0.09","126.989","Profit"
"2693","Stockwell Rubber Bands, Metal","0.0897777778","509.0889","Profit"
"2694","Brother Fax Machine, Digital","0.0897142857","5189.71256","Profit"
"2695","Avery Hole Reinforcements, Recycled","0.0897142857","194.3466","Profit"
"2696","Smead Folders, Wire Frame","0.0891666667","-2.3568","Loss"
"2697","Hamilton Beach Refrigerator, Red","0.0891666667","2418.4408","Profit"
"2698","Boston Highlighters, Fluorescent","0.089047619","126.3657","Profit"
"2699","Green Bar Memo Slips, 8.5 x 11","0.089047619","653.1965","Profit"
"2700","Boston Highlighters, Easy-Erase","0.088974359","228.805","Profit"
"2701","BIC Pencil Sharpener, Fluorescent","0.0889655172","580.9746","Profit"
"2702","Avery File Folder Labels, Laser Printer Compatible","0.0888888889","59.578","Profit"
"2703","Fiskars Letter Opener, Steel","0.0888888889","-32.45","Loss"
"2704","Logitech Trackman Marble Mouse","0.0888888889","286.7044","Profit"
"2705","BOSTON Ranger #55 Pencil Sharpener, Black","0.0888888889","120.3337","Profit"
"2706","Jabra SPEAK 410","0.0888888889","654.1704","Profit"
"2707","Xerox 1909","0.0888888889","400.976","Profit"
"2708","Sony Micro Vault Click 16 GB USB 2.0 Flash Drive","0.0888888889","255.3144","Profit"
"2709","Sharp Fax and Copier, Laser","0.0885","2720.872","Profit"
"2710","Hewlett Personal Copier, Color","0.0883076923","1232.93568","Profit"
"2711","Green Bar Parchment Paper, Recycled","0.0882352941","372.935","Profit"
"2712","KitchenAid Coffee Grinder, Red","0.0881818182","540.9933","Profit"
"2713","Brother Fax Machine, Laser","0.0879","5651.47652","Profit"
"2714","Smead File Folder Labels, Alphabetical","0.0876923077","53.716","Profit"
"2715","Ibico Hole Reinforcements, Recycled","0.0875","272.03","Profit"
"2716","Cardinal Binding Machine, Durable","0.0875","1098.2534","Profit"
"2717","Avery File Folder Labels, 5000 Label Set","0.0875","-6.771","Loss"
"2718","Sanford Sketch Pad, Water Color","0.087173913","1658.1226","Profit"
"2719","Hewlett Fax and Copier, Color","0.0870909091","1162.85294","Profit"
"2720","Wilson Jones Hole Reinforcements, Recycled","0.0870588235","88.6869","Profit"
"2721","KitchenAid Microwave, White","0.087","2784.6216","Profit"
"2722","Ikea Stackable Bookrack, Traditional","0.086875","1520.8704","Profit"
"2723","Nokia Office Telephone, Full Size","0.0866666667","300.7912","Profit"
"2724","Apple Office Telephone, with Caller ID","0.0865217391","585.0472","Profit"
"2725","Advantus Paper Clips, Metal","0.0864705882","106.4282","Profit"
"2726","Wilson Jones Index Tab, Economy","0.0863414634","184.3385","Profit"
"2727","Eldon Door Stop, Black","0.0863157895","419.4932","Profit"
"2728","Kleencut Trimmer, Easy Grip","0.0863157895","373.5055","Profit"
"2729","Advantus Frame, Erganomic","0.086","1402.6006","Profit"
"2730","Elite 5"" Scissors","0.0857142857","37.18","Profit"
"2731","Newell 347","0.0857142857","30.3024","Profit"
"2732","Martin-Yale Premier Letter Opener","0.0857142857","-12.88","Loss"
"2733","Peel-Off China Markers","0.0857142857","109.4286","Profit"
"2734","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","0.0857142857","103.416","Profit"
"2735","Xerox 1900","0.0857142857","44.084","Profit"
"2736","Xerox 222","0.0857142857","60.6528","Profit"
"2737","Memorex Micro Travel Drive 16 GB","0.0857142857","126.1611","Profit"
"2738","Imation Clip USB flash drive - 8 GB","0.0857142857","1.88","Profit"
"2739","Fellowes Neat Ideas Storage Cubes","0.0857142857","-18.1888","Loss"
"2740","Quartet Omega Colored Chalk, 12/Pack","0.0857142857","34.164","Profit"
"2741","Xerox 1999","0.0857142857","41.2128","Profit"
"2742","TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page","0.0857142857","221.8404","Profit"
"2743","BIC Brite Liner Highlighters","0.0857142857","30.8844","Profit"
"2744","Economy Rollaway Files","0.0857142857","693.84","Profit"
"2745","Blue String-Tie & Button Interoffice Envelopes, 10 x 13","0.0857142857","299.85","Profit"
"2746","Plantronics Encore H101 Dual Earpieces Headset","0.0857142857","163.618","Profit"
"2747","Premium Writing Pencils, Soft, #2 by Central Association for the Blind","0.0857142857","19.4296","Profit"
"2748","Trav-L-File Heavy-Duty Shuttle II, Black","0.0857142857","278.848","Profit"
"2749","Crayola Anti Dust Chalk, 12/Pack","0.0857142857","24.661","Profit"
"2750","OIC Colored Binder Clips, Assorted Sizes","0.0857142857","59.2848","Profit"
"2751","Eldon Base for stackable storage shelf, platinum","0.0857142857","-52.569","Loss"
"2752","Stackable Trays","0.0857142857","17.1248","Profit"
"2753","Self-Adhesive Address Labels for Typewriters by Universal","0.0857142857","64.4011","Profit"
"2754","Newell 314","0.0857142857","17.856","Profit"
"2755","Prismacolor Color Pencil Set","0.0857142857","155.5456","Profit"
"2756","Acme Office Executive Series Stainless Steel Trimmers","0.0857142857","26.2242","Profit"
"2757","Fellowes Bankers Box Recycled Super Stor/Drawer","0.0857142857","-30.2288","Loss"
"2758","Computer Printout Paper with Letter-Trim Perforations","0.0857142857","169.2124","Profit"
"2759","Hoover Coffee Grinder, Silver","0.0857142857","446.968","Profit"
"2760","Xerox 1916","0.0857142857","415.284","Profit"
"2761","Apple Speaker Phone, VoIP","0.0857142857","3027.852","Profit"
"2762","Okidata Calculator, Wireless","0.0857142857","133.066","Profit"
"2763","Cameo Manila Envelope, Security-Tint","0.085625","612.844","Profit"
"2764","Kraft Peel and Seal, Security-Tint","0.0855555556","56.8728","Profit"
"2765","Canon Personal Copier, Laser","0.0854","3079.2658","Profit"
"2766","Xerox Cards & Envelopes, Recycled","0.0852631579","826.3688","Profit"
"2767","Binney & Smith Pencil Sharpener, Fluorescent","0.0851612903","78.5861","Profit"
"2768","Cardinal Binder, Durable","0.0851515152","107.063","Profit"
"2769","Konica Printer, White","0.085","2414.4975","Profit"
"2770","Acme Scissors, High Speed","0.085","162.96","Profit"
"2771","Okidata Card Printer, Red","0.085","243.372","Profit"
"2772","Canon Fax and Copier, High-Speed","0.085","987.14688","Profit"
"2773","OIC Push Pins, Assorted Sizes","0.0847826087","104.028","Profit"
"2774","Tenex Clock, Erganomic","0.0846153846","769.176","Profit"
"2775","Acco 3-Hole Punch, Recycled","0.084516129","212.5956","Profit"
"2776","Boston Pens, Blue","0.0844444444","-61.8052","Loss"
"2777","Smead Box, Blue","0.0844117647","83.2033","Profit"
"2778","Cardinal 3-Hole Punch, Durable","0.0841666667","1358.6245","Profit"
"2779","Ibico Binder Covers, Clear","0.084","86.99","Profit"
"2780","Ibico Binder, Clear","0.0839393939","129.5084","Profit"
"2781","BIC Canvas, Blue","0.0839393939","-232.893","Loss"
"2782","Sharp Wireless Fax, High-Speed","0.0838571429","2138.14296","Profit"
"2783","Cisco Headset, VoIP","0.0838461538","56.5542","Profit"
"2784","Kraft Peel and Seal, Recycled","0.08375","52.0002","Profit"
"2785","Enermax Note Cards, 8.5 x 11","0.0836363636","598.6085","Profit"
"2786","Stockwell Rubber Bands, 12 Pack","0.0835714286","219.3618","Profit"
"2787","Novimex Shipping Labels, Adjustable","0.0833333333","60.856","Profit"
"2788","Safco Commercial Shelving","0.0833333333","-2.1136","Loss"
"2789","Wilson Jones Index Tab, Recycled","0.083030303","246.5523","Profit"
"2790","BIC Canvas, Water Color","0.083","-215.5368","Loss"
"2791","HP Fax and Copier, Color","0.082952381","1459.37182","Profit"
"2792","Smead Legal Exhibit Labels, Alphabetical","0.0829166667","195.0665","Profit"
"2793","SanDisk Note Cards, Multicolor","0.0828571429","621.7492","Profit"
"2794","Ibico Binding Machine, Clear","0.0827777778","849.2568","Profit"
"2795","Ames Manila Envelope, Set of 50","0.0823529412","84.804","Profit"
"2796","Avery Removable Labels, 5000 Label Set","0.0823076923","119.6523","Profit"
"2797","Tennsco 6- and 18-Compartment Lockers","0.0821052632","1592.3898","Profit"
"2798","Wilson Jones Binder, Durable","0.0820512821","-4.75","Loss"
"2799","Hewlett Fax and Copier, Digital","0.0818333333","1262.94756","Profit"
"2800","Rubbermaid Door Stop, Duo Pack","0.0816","314.9686","Profit"
"2801","BIC Sketch Pad, Water Color","0.0814285714","734.754","Profit"
"2802","Novimex File Folder Labels, Alphabetical","0.08125","78.676","Profit"
"2803","Xerox Note Cards, Multicolor","0.08125","215.882","Profit"
"2804","Eaton Cards & Envelopes, 8.5 x 11","0.08125","210.222","Profit"
"2805","Rubbermaid Stacking Tray, Black","0.08125","191.52","Profit"
"2806","Wilson Jones Index Tab, Clear","0.0808510638","51.252","Profit"
"2807","Acco Binder, Clear","0.0802222222","422.0677","Profit"
"2808","Advantus Rolling Storage Box","0.08","90.7235","Profit"
"2809","Samsung Replacement EH64AVFWE Premium Headset","0.08","17.875","Profit"
"2810","Avery 513","0.08","34.4616","Profit"
"2811","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack","0.08","41.9558","Profit"
"2812","Model L Table or Wall-Mount Pencil Sharpener","0.08","92.1088","Profit"
"2813","Logitech K350 2.4Ghz Wireless Keyboard","0.08","47.2815","Profit"
"2814","Anker Astro 15000mAh USB Portable Charger","0.08","-23.9952","Loss"
"2815","Speediset Carbonless Redi-Letter 7"" x 8 1/2""","0.08","77.6343","Profit"
"2816","Acme Elite Stainless Steel Scissors","0.08","21.0168","Profit"
"2817","Xerox 201","0.08","46.1376","Profit"
"2818","Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set","0.08","32.25","Profit"
"2819","Logitech Mobile Speakerphone P710e - speaker phone","0.08","476.8142","Profit"
"2820","Southworth 25% Cotton Premium Laser Paper and Envelopes","0.08","236.5632","Profit"
"2821","Acme Kleen Earth Office Shears","0.08","11.1744","Profit"
"2822","Plantronics CS510 - Over-the-Head monaural Wireless Headset System","0.08","3085.0325","Profit"
"2823","Fellowes 8 Outlet Superior Workstation Surge Protector","0.08","166.84","Profit"
"2824","Companion Letter/Legal File, Black","0.08","149.5296","Profit"
"2825","Avery 512","0.08","35.3736","Profit"
"2826","White Envelopes, White Envelopes with Clear Poly Window","0.08","139.08","Profit"
"2827","Avery 490","0.08","81.4","Profit"
"2828","Riverleaf Stik-Withit Designer Note Cubes","0.08","55.33","Profit"
"2829","Xerox 2000","0.08","37.0656","Profit"
"2830","Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","0.08","115.152","Profit"
"2831","Safco Steel Mobile File Cart","0.08","120.872","Profit"
"2832","Adjustable Personal File Tote","0.08","53.3984","Profit"
"2833","Faber Castell Col-Erase Pencils","0.08","14.0832","Profit"
"2834","Xerox 1968","0.08","75.3504","Profit"
"2835","Mini 13-1/2 Capacity Data Binder Rack, Pearl","0.08","287.914","Profit"
"2836","Xerox 1894","0.08","78.7968","Profit"
"2837","TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem","0.08","212.298","Profit"
"2838","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","0.08","115.2806","Profit"
"2839","Tenex Personal Self-Stacking Standard File Box, Black/Gray","0.08","44.8115","Profit"
"2840","Sterilite Show Offs Storage Containers","0.08","-6.336","Loss"
"2841","Steel Personal Filing/Posting Tote","0.08","185.7173","Profit"
"2842","Nortel Meridian M3904 Professional Digital phone","0.08","936.2592","Profit"
"2843","Xerox 230","0.08","56.2464","Profit"
"2844","BIC Brite Liner Grip Highlighters","0.08","8.938","Profit"
"2845","Avery 492","0.08","22.464","Profit"
"2846","Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard","0.08","99.5502","Profit"
"2847","Maxell 4.7GB DVD-R 5/Pack","0.08","7.3656","Profit"
"2848","Contico 72""H Heavy-Duty Storage System","0.08","-57.372","Loss"
"2849","Spigen Samsung Galaxy S5 Case Wallet","0.08","45.873","Profit"
"2850","Deluxe Chalkboard Eraser Cleaner","0.08","76.461","Profit"
"2851","Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box","0.08","13.459","Profit"
"2852","Acco Banker's Clasps, 5 3/4""-Long","0.08","18","Profit"
"2853","iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4","0.08","115.644","Profit"
"2854","Xerox 218","0.08","22.2912","Profit"
"2855","Deluxe Rollaway Locking File with Drawer","0.08","1380.7216","Profit"
"2856","Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)","0.08","21.5988","Profit"
"2857","Memorex Froggy Flash Drive 4 GB","0.08","42.4214","Profit"
"2858","Super Decoflex Portable Personal File","0.08","39.5472","Profit"
"2859","Aluminum Document Frame","0.08","56.212","Profit"
"2860","Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)","0.08","55.9728","Profit"
"2861","Xerox 1975","0.08","30.3264","Profit"
"2862","Maxell 74 Minute CDR, 10/Pack","0.08","72.5676","Profit"
"2863","Hanging Personal Folder File","0.08","51.025","Profit"
"2864","Sanford Liquid Accent Highlighters","0.08","48.6304","Profit"
"2865","AmazonBasics 3-Button USB Wired Mouse","0.08","32.2938","Profit"
"2866","Logitech Router, Erganomic","0.08","2259.588","Profit"
"2867","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","0.08","1185.5902","Profit"
"2868","Xerox 1967","0.08","38.88","Profit"
"2869","Colored Push Pins","0.08","7.602","Profit"
"2870","Xerox 1947","0.08","54.119","Profit"
"2871","First Data FD10 PIN Pad","0.08","15.8","Profit"
"2872","Eldon Regeneration Recycled Desk Accessories, Smoke","0.08","8.9088","Profit"
"2873","Acme Titanium Bonded Scissors","0.08","20.23","Profit"
"2874","Maxell 4.7GB DVD+R 5/Pack","0.08","4.6035","Profit"
"2875","Plymouth Boxed Rubber Bands by Plymouth","0.08","-3.297","Loss"
"2876","Avery 476","0.08","54.5986","Profit"
"2877","Xerox 1923","0.08","39.2784","Profit"
"2878","Nokia Headset, VoIP","0.08","739.58","Profit"
"2879","Stanley Canvas, Water Color","0.0796774194","1509.4045","Profit"
"2880","SAFCO Swivel Stool, Adjustable","0.0795238095","1935.2836","Profit"
"2881","Green Bar Cards & Envelopes, Premium","0.0795238095","381.7642","Profit"
"2882","Stanley Highlighters, Water Color","0.0794117647","479.872","Profit"
"2883","Acco Hole Reinforcements, Economy","0.0793939394","48.8316","Profit"
"2884","Eaton Parchment Paper, Premium","0.079375","43.1968","Profit"
"2885","Apple Signal Booster, VoIP","0.0793333333","559.67","Profit"
"2886","Deflect-O Photo Frame, Black","0.07875","342.5577","Profit"
"2887","Stiletto Shears, Easy Grip","0.0785714286","425.172","Profit"
"2888","Nokia Office Telephone, Cordless","0.0785714286","96.944","Profit"
"2889","Logitech Router, USB","0.0785","2906.3557","Profit"
"2890","Stiletto Box Cutter, Easy Grip","0.0781818182","307.44","Profit"
"2891","Hewlett Copy Machine, High-Speed","0.078","1189.92978","Profit"
"2892","Wilson Jones Hole Reinforcements, Clear","0.0778571429","54.1701","Profit"
"2893","Hoover Stove, Red","0.0777777778","11651.681","Profit"
"2894","Logitech P710e Mobile Speakerphone","0.0777777778","1987.9253","Profit"
"2895","Advantus Thumb Tacks, Assorted Sizes","0.0777777778","7.626","Profit"
"2896","Belkin Flash Drive, Programmable","0.0773684211","172.0096","Profit"
"2897","Harbour Creations Round Labels, 5000 Label Set","0.0771428571","131.2104","Profit"
"2898","Kleencut Scissors, Serrated","0.077","73.821","Profit"
"2899","Hot File 7-Pocket, Floor Stand","0.0769230769","2016.711","Profit"
"2900","Kraft Clasp Envelope, Security-Tint","0.0769230769","12.5","Profit"
"2901","OIC Paper Clips, Assorted Sizes","0.0769230769","139.33","Profit"
"2902","Hamilton Beach Blender, Black","0.0764285714","189.3703","Profit"
"2903","Rubbermaid Door Stop, Erganomic","0.0764285714","492.9204","Profit"
"2904","Green Bar Parchment Paper, Multicolor","0.0761111111","310.1544","Profit"
"2905","Memorex Router, Erganomic","0.076","7468.184","Profit"
"2906","Smead File Folder Labels, Adjustable","0.0759090909","65.7646","Profit"
"2907","Apple Audio Dock, Full Size","0.0759090909","944.4342","Profit"
"2908","Acco Binder Covers, Recycled","0.0756756757","436.284","Profit"
"2909","Wilson Jones 3-Hole Punch, Recycled","0.0755555556","1098.9741","Profit"
"2910","Eldon Simplefile Box Office","0.075","77.128","Profit"
"2911","Logitech Gaming G510s - Keyboard","0.075","676.5204","Profit"
"2912","Hon Olson Stacker Chairs","0.075","1292.1264","Profit"
"2913","Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive","0.075","23.25","Profit"
"2914","Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)","0.075","64.584","Profit"
"2915","Jiffy Business Envelopes, Set of 50","0.075","103.23","Profit"
"2916","Nontoxic Chalk","0.075","18.2336","Profit"
"2917","Xerox 217","0.075","67.392","Profit"
"2918","Maxell LTO Ultrium - 800 GB","0.075","156.4641","Profit"
"2919","Premier Electric Letter Opener","0.075","0","Loss"
"2920","Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units","0.075","182.614","Profit"
"2921","SAFCO Swivel Stool, Set of Two","0.075","2465.355","Profit"
"2922","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","0.075","153.3528","Profit"
"2923","Tennsco Single-Tier Lockers","0.075","-825.748","Loss"
"2924","Acrylic Self-Standing Desk Frames","0.075","32.7342","Profit"
"2925","REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","0.075","127.602","Profit"
"2926","Newell 311","0.075","13.039","Profit"
"2927","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector","0.075","122.8368","Profit"
"2928","Sensible Storage WireTech Storage Systems","0.075","-78.078","Loss"
"2929","Memorex Froggy Flash Drive 8 GB","0.075","189.57","Profit"
"2930","Xerox 1931","0.075","88.6464","Profit"
"2931","Memorex Keyboard, USB","0.075","337.8","Profit"
"2932","Stockwell Push Pins","0.075","20.0996","Profit"
"2933","SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","0.075","85.806","Profit"
"2934","Case Logic 2.4GHz Wireless Keyboard","0.075","-11.9976","Loss"
"2935","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","0.075","64.8636","Profit"
"2936","Xerox 1993","0.075","68.4288","Profit"
"2937","Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection","0.075","311.22","Profit"
"2938","Prang Dustless Chalk Sticks","0.075","18.816","Profit"
"2939","Epson Phone, Wireless","0.075","1144.3065","Profit"
"2940","Avery Index Tab, Durable","0.075","104.299","Profit"
"2941","Cameo Business Envelopes, Security-Tint","0.075","94.935","Profit"
"2942","Belkin Router, Bluetooth","0.075","502.745","Profit"
"2943","StarTech Card Printer, Red","0.075","645.66","Profit"
"2944","Avery Legal Exhibit Labels, Laser Printer Compatible","0.0747619048","46.2764","Profit"
"2945","Kleencut Ruler, Easy Grip","0.0747619048","58.4982","Profit"
"2946","Stiletto Scissors, High Speed","0.0747058824","91.8696","Profit"
"2947","Apple Audio Dock, with Caller ID","0.0746153846","1218.3686","Profit"
"2948","KitchenAid Microwave, Black","0.0744444444","1929.3475","Profit"
"2949","Office Star Swivel Stool, Red","0.0740740741","1265.404","Profit"
"2950","Brother Personal Copier, Laser","0.0735714286","640.2013","Profit"
"2951","KitchenAid Toaster, Black","0.0735294118","509.7825","Profit"
"2952","Acco Hole Reinforcements, Clear","0.0735294118","-27.564","Loss"
"2953","Xerox Computer Printout Paper, 8.5 x 11","0.0733333333","2.25","Profit"
"2954","Konica Inkjet, White","0.0733333333","4457.7214","Profit"
"2955","Ibico Binder Covers, Durable","0.0731818182","121.23","Profit"
"2956","Sauder Floating Shelf Set, Metal","0.073125","2272.0692","Profit"
"2957","Stanley Pencil Sharpener, Water Color","0.072804878","162.1308","Profit"
"2958","Xerox 1898","0.0727272727","120.7744","Profit"
"2959","Sterilite Officeware Hinged File Box","0.0727272727","78.076","Profit"
"2960","Prang Drawing Pencil Set","0.0727272727","27.0772","Profit"
"2961","Fellowes Officeware Wire Shelving","0.0727272727","-332.371","Loss"
"2962","Poly String Tie Envelopes","0.0727272727","30.294","Profit"
"2963","Ibico Binder Covers, Recycled","0.0727027027","245.7219","Profit"
"2964","Hewlett Fax Machine, High-Speed","0.0726666667","1808.4868","Profit"
"2965","Enermax Parchment Paper, Premium","0.0722222222","42.988","Profit"
"2966","HP Fax Machine, Digital","0.072","-600.84792","Loss"
"2967","Elite Trimmer, Serrated","0.0717391304","778.946","Profit"
"2968","Ibico Binder Covers, Economy","0.0717142857","240.745","Profit"
"2969","Eaton Message Books, 8.5 x 11","0.0714285714","465.314","Profit"
"2970","Accos Clamps, Assorted Sizes","0.0714285714","157.416","Profit"
"2971","Breville Refrigerator, Red","0.0713333333","2570.4082","Profit"
"2972","Elite Scissors, Steel","0.0713333333","217.2498","Profit"
"2973","HP Fax Machine, Laser","0.071","5901.08424","Profit"
"2974","Hewlett Wireless Fax, Digital","0.071","5883.1932","Profit"
"2975","Canon Fax Machine, High-Speed","0.0709565217","2820.72594","Profit"
"2976","Okidata Inkjet, Durable","0.0707692308","-275.2431","Loss"
"2977","Acco Binder, Durable","0.0707317073","525.21","Profit"
"2978","Acme Scissors, Serrated","0.0707142857","111.434","Profit"
"2979","Xerox 1915","0.0705882353","1432.766","Profit"
"2980","Hoover Toaster, Black","0.07","871.3092","Profit"
"2981","Acco Index Tab, Economy","0.07","338.8752","Profit"
"2982","Avery Shipping Labels, Alphabetical","0.07","17.044","Profit"
"2983","Eaton Message Books, Multicolor","0.07","492.856","Profit"
"2984","SanDisk Numeric Keypad, Erganomic","0.07","256.965","Profit"
"2985","Smead Shipping Labels, 5000 Label Set","0.07","128.32","Profit"
"2986","Epson Inkjet, Durable","0.07","2850.759","Profit"
"2987","Eaton Message Books, Recycled","0.0695833333","317.1902","Profit"
"2988","Canon Ink, High-Speed","0.0695714286","530.5045","Profit"
"2989","Acco 3-Hole Punch, Economy","0.069375","345.0061","Profit"
"2990","Eaton Cards & Envelopes, Multicolor","0.0692857143","483.1991","Profit"
"2991","Hoover Microwave, Red","0.0692307692","1258.44","Profit"
"2992","Okidata Receipt Printer, Wireless","0.06875","1414.593","Profit"
"2993","Dania 3-Shelf Cabinet, Mobile","0.0684210526","-100.266","Loss"
"2994","HP Personal Copier, Laser","0.0675238095","1968.79568","Profit"
"2995","OIC Paper Clips, 12 Pack","0.0669565217","113.2788","Profit"
"2996","Hoover Microwave, Black","0.0669230769","1528.5802","Profit"
"2997","Dania Floating Shelf Set, Metal","0.0668421053","2310.4509","Profit"
"2998","Wilson Jones Binding Machine, Clear","0.0668292683","905.3342","Profit"
"2999","Canon Personal Copier, Digital","0.0668235294","931.31808","Profit"
"3000","Sony 64GB Class 10 Micro SDHC R40 Memory Card","0.0666666667","132.0833","Profit"
"3001","Fellowes Personal Hanging Folder Files, Navy","0.0666666667","90.0376","Profit"
"3002","Alphabetical Labels for Top Tab Filing","0.0666666667","244.2","Profit"
"3003","Fellowes Super Stor/Drawer Files","0.0666666667","473.3415","Profit"
"3004","Eldon Portable Mobile Manager","0.0666666667","197.3944","Profit"
"3005","Newell 345","0.0666666667","94.4384","Profit"
"3006","Security-Tint Envelopes","0.0666666667","73.8788","Profit"
"3007","Plantronics Audio 478 Stereo USB Headset","0.0666666667","514.897","Profit"
"3008","Xerox 225","0.0666666667","85.7952","Profit"
"3009","SanDisk Cruzer 64 GB USB Flash Drive","0.0666666667","319.616","Profit"
"3010","Strathmore Photo Mount Cards","0.0666666667","106.3104","Profit"
"3011","Dixon Ticonderoga Maple Cedar Pencil, #2","0.0666666667","4.912","Profit"
"3012","Xerox 213","0.0666666667","50.8032","Profit"
"3013","Southworth 100% Cotton The Best Paper","0.0666666667","65.436","Profit"
"3014","Cameo Mailers, Recycled","0.0666666667","710.718","Profit"
"3015","Advantus Map Pennant Flags and Round Head Tacks","0.0666666667","20.54","Profit"
"3016","Smead Adjustable Mobile File Trolley with Lockable Top","0.0666666667","1106.6616","Profit"
